--------------------NEW LOG--------------------
Logger started at: 2021-9-23 18:41:9
Validation Loss Decreased(inf--->0.02466) 	 Saving The Model
Validation Loss Decreased(0.01636--->0.01636) 	 Saving The Model
Validation Loss Decreased(0.01636--->0.01636) 	 Saving The Model
Validation Loss Decreased(0.01636--->0.01636) 	 Saving The Model
Validation Loss Decreased(0.01636--->0.01636) 	 Saving The Model
Validation Loss Decreased(0.01636--->0.01636) 	 Saving The Model
Validation Loss Decreased(0.01636--->0.01636) 	 Saving The Model
Validation Loss Decreased(0.01636--->0.01636) 	 Saving The Model
Validation Loss Decreased(0.01636--->0.01636) 	 Saving The Model
Validation Loss Decreased(0.01636--->0.01636) 	 Saving The Model
Validation Loss Decreased(0.01636--->0.01636) 	 Saving The Model
Validation Loss Decreased(0.01636--->0.01636) 	 Saving The Model
Validation Loss Decreased(0.01636--->0.01636) 	 Saving The Model
Validation Loss Decreased(0.01636--->0.01636) 	 Saving The Model
Validation Loss Decreased(0.01636--->0.01635) 	 Saving The Model
Validation Loss Decreased(0.01635--->0.01635) 	 Saving The Model
Validation Loss Decreased(0.01635--->0.01635) 	 Saving The Model
Validation Loss Decreased(0.01635--->0.01635) 	 Saving The Model
Validation Loss Decreased(0.01635--->0.01635) 	 Saving The Model
Validation Loss Decreased(0.01635--->0.01635) 	 Saving The Model
Validation Loss Decreased(0.01635--->0.01635) 	 Saving The Model
Validation Loss Decreased(0.01635--->0.01635) 	 Saving The Model
Validation Loss Decreased(0.01635--->0.01635) 	 Saving The Model
Validation Loss Decreased(0.01635--->0.01635) 	 Saving The Model
Validation Loss Decreased(0.01635--->0.01635) 	 Saving The Model
Validation Loss Decreased(0.01635--->0.01635) 	 Saving The Model
Validation Loss Decreased(0.01635--->0.01635) 	 Saving The Model
Validation Loss Decreased(0.01635--->0.01635) 	 Saving The Model
Validation Loss Decreased(0.01635--->0.01635) 	 Saving The Model
Validation Loss Decreased(0.01635--->0.01635) 	 Saving The Model
Validation Loss Decreased(0.01635--->0.01634) 	 Saving The Model
Validation Loss Decreased(0.01634--->0.01634) 	 Saving The Model
Validation Loss Decreased(0.01634--->0.01634) 	 Saving The Model
Validation Loss Decreased(0.01634--->0.01634) 	 Saving The Model
Validation Loss Decreased(0.01634--->0.01634) 	 Saving The Model
Validation Loss Decreased(0.01634--->0.01634) 	 Saving The Model
Validation Loss Decreased(0.01634--->0.01634) 	 Saving The Model
Validation Loss Decreased(0.01634--->0.01634) 	 Saving The Model
Validation Loss Decreased(0.01634--->0.01634) 	 Saving The Model
Validation Loss Decreased(0.01634--->0.01634) 	 Saving The Model
Validation Loss Decreased(0.01634--->0.01634) 	 Saving The Model
Validation Loss Decreased(0.01634--->0.01634) 	 Saving The Model
Validation Loss Decreased(0.01634--->0.01634) 	 Saving The Model
Validation Loss Decreased(0.01634--->0.01634) 	 Saving The Model
Validation Loss Decreased(0.01634--->0.01634) 	 Saving The Model
Validation Loss Decreased(0.01634--->0.01634) 	 Saving The Model
Validation Loss Decreased(0.01634--->0.01633) 	 Saving The Model
Validation Loss Decreased(0.01633--->0.01633) 	 Saving The Model
Validation Loss Decreased(0.01633--->0.01633) 	 Saving The Model
Validation Loss Decreased(0.01633--->0.01633) 	 Saving The Model
Validation Loss Decreased(0.01633--->0.01633) 	 Saving The Model
Validation Loss Decreased(0.01633--->0.01633) 	 Saving The Model
Validation Loss Decreased(0.01633--->0.01633) 	 Saving The Model
Validation Loss Decreased(0.01633--->0.01633) 	 Saving The Model
Validation Loss Decreased(0.01633--->0.01633) 	 Saving The Model
Validation Loss Decreased(0.01633--->0.01633) 	 Saving The Model
Validation Loss Decreased(0.01633--->0.01633) 	 Saving The Model
Epoch 2200 		 Training Loss: 0.01234 		 Validation Loss: 0.01633
Validation Loss Decreased(0.01633--->0.01633) 	 Saving The Model
Validation Loss Decreased(0.01633--->0.01633) 	 Saving The Model
Validation Loss Decreased(0.01633--->0.01633) 	 Saving The Model
Validation Loss Decreased(0.01633--->0.01633) 	 Saving The Model
Validation Loss Decreased(0.01633--->0.01633) 	 Saving The Model
Validation Loss Decreased(0.01633--->0.01632) 	 Saving The Model
Validation Loss Decreased(0.01632--->0.01632) 	 Saving The Model
Validation Loss Decreased(0.01632--->0.01632) 	 Saving The Model
Validation Loss Decreased(0.01632--->0.01632) 	 Saving The Model
Validation Loss Decreased(0.01632--->0.01632) 	 Saving The Model
Validation Loss Decreased(0.01632--->0.01632) 	 Saving The Model
Validation Loss Decreased(0.01632--->0.01632) 	 Saving The Model
Validation Loss Decreased(0.01632--->0.01632) 	 Saving The Model
Validation Loss Decreased(0.01632--->0.01632) 	 Saving The Model
Validation Loss Decreased(0.01632--->0.01632) 	 Saving The Model
Validation Loss Decreased(0.01632--->0.01632) 	 Saving The Model
Validation Loss Decreased(0.01632--->0.01632) 	 Saving The Model
Validation Loss Decreased(0.01632--->0.01632) 	 Saving The Model
Validation Loss Decreased(0.01632--->0.01632) 	 Saving The Model
Validation Loss Decreased(0.01632--->0.01632) 	 Saving The Model
Validation Loss Decreased(0.01632--->0.01632) 	 Saving The Model
Validation Loss Decreased(0.01632--->0.01631) 	 Saving The Model
Validation Loss Decreased(0.01631--->0.01631) 	 Saving The Model
Validation Loss Decreased(0.01631--->0.01631) 	 Saving The Model
Validation Loss Decreased(0.01631--->0.01631) 	 Saving The Model
Validation Loss Decreased(0.01631--->0.01631) 	 Saving The Model
Validation Loss Decreased(0.01631--->0.01631) 	 Saving The Model
Validation Loss Decreased(0.01631--->0.01631) 	 Saving The Model
Validation Loss Decreased(0.01631--->0.01631) 	 Saving The Model
Validation Loss Decreased(0.01631--->0.01631) 	 Saving The Model
Validation Loss Decreased(0.01631--->0.01631) 	 Saving The Model
Validation Loss Decreased(0.01631--->0.01631) 	 Saving The Model
Validation Loss Decreased(0.01631--->0.01631) 	 Saving The Model
Validation Loss Decreased(0.01631--->0.01631) 	 Saving The Model
Validation Loss Decreased(0.01631--->0.01631) 	 Saving The Model
Validation Loss Decreased(0.01631--->0.01631) 	 Saving The Model
Validation Loss Decreased(0.01631--->0.01631) 	 Saving The Model
Validation Loss Decreased(0.01631--->0.01630) 	 Saving The Model
Validation Loss Decreased(0.01630--->0.01630) 	 Saving The Model
Validation Loss Decreased(0.01630--->0.01630) 	 Saving The Model
Validation Loss Decreased(0.01630--->0.01630) 	 Saving The Model
Validation Loss Decreased(0.01630--->0.01630) 	 Saving The Model
Validation Loss Decreased(0.01630--->0.01630) 	 Saving The Model
Validation Loss Decreased(0.01630--->0.01630) 	 Saving The Model
Validation Loss Decreased(0.01630--->0.01630) 	 Saving The Model
Validation Loss Decreased(0.01630--->0.01630) 	 Saving The Model
Validation Loss Decreased(0.01630--->0.01630) 	 Saving The Model
Validation Loss Decreased(0.01630--->0.01630) 	 Saving The Model
Validation Loss Decreased(0.01630--->0.01630) 	 Saving The Model
Validation Loss Decreased(0.01630--->0.01630) 	 Saving The Model
Validation Loss Decreased(0.01630--->0.01630) 	 Saving The Model
Validation Loss Decreased(0.01630--->0.01630) 	 Saving The Model
Validation Loss Decreased(0.01630--->0.01630) 	 Saving The Model
Validation Loss Decreased(0.01630--->0.01629) 	 Saving The Model
Validation Loss Decreased(0.01629--->0.01629) 	 Saving The Model
Validation Loss Decreased(0.01629--->0.01629) 	 Saving The Model
Validation Loss Decreased(0.01629--->0.01629) 	 Saving The Model
Validation Loss Decreased(0.01629--->0.01629) 	 Saving The Model
Validation Loss Decreased(0.01629--->0.01629) 	 Saving The Model
Validation Loss Decreased(0.01629--->0.01629) 	 Saving The Model
Validation Loss Decreased(0.01629--->0.01629) 	 Saving The Model
Validation Loss Decreased(0.01629--->0.01629) 	 Saving The Model
Validation Loss Decreased(0.01629--->0.01629) 	 Saving The Model
Validation Loss Decreased(0.01629--->0.01629) 	 Saving The Model
Validation Loss Decreased(0.01629--->0.01629) 	 Saving The Model
Validation Loss Decreased(0.01629--->0.01629) 	 Saving The Model
Validation Loss Decreased(0.01629--->0.01629) 	 Saving The Model
Validation Loss Decreased(0.01629--->0.01629) 	 Saving The Model
Validation Loss Decreased(0.01629--->0.01629) 	 Saving The Model
Validation Loss Decreased(0.01629--->0.01628) 	 Saving The Model
Validation Loss Decreased(0.01628--->0.01628) 	 Saving The Model
Validation Loss Decreased(0.01628--->0.01628) 	 Saving The Model
Validation Loss Decreased(0.01628--->0.01628) 	 Saving The Model
Validation Loss Decreased(0.01628--->0.01628) 	 Saving The Model
Validation Loss Decreased(0.01628--->0.01628) 	 Saving The Model
Validation Loss Decreased(0.01628--->0.01628) 	 Saving The Model
Validation Loss Decreased(0.01628--->0.01628) 	 Saving The Model
Validation Loss Decreased(0.01628--->0.01628) 	 Saving The Model
Validation Loss Decreased(0.01628--->0.01628) 	 Saving The Model
Validation Loss Decreased(0.01628--->0.01628) 	 Saving The Model
Validation Loss Decreased(0.01628--->0.01628) 	 Saving The Model
Validation Loss Decreased(0.01628--->0.01628) 	 Saving The Model
Validation Loss Decreased(0.01628--->0.01628) 	 Saving The Model
Validation Loss Decreased(0.01628--->0.01628) 	 Saving The Model
Validation Loss Decreased(0.01628--->0.01628) 	 Saving The Model
Validation Loss Decreased(0.01628--->0.01628) 	 Saving The Model
Validation Loss Decreased(0.01628--->0.01627) 	 Saving The Model
Validation Loss Decreased(0.01627--->0.01627) 	 Saving The Model
Validation Loss Decreased(0.01627--->0.01627) 	 Saving The Model
Validation Loss Decreased(0.01627--->0.01627) 	 Saving The Model
Validation Loss Decreased(0.01627--->0.01627) 	 Saving The Model
Validation Loss Decreased(0.01627--->0.01627) 	 Saving The Model
Validation Loss Decreased(0.01627--->0.01627) 	 Saving The Model
Validation Loss Decreased(0.01627--->0.01627) 	 Saving The Model
Validation Loss Decreased(0.01627--->0.01627) 	 Saving The Model
Validation Loss Decreased(0.01627--->0.01627) 	 Saving The Model
Validation Loss Decreased(0.01627--->0.01627) 	 Saving The Model
Validation Loss Decreased(0.01627--->0.01627) 	 Saving The Model
Validation Loss Decreased(0.01627--->0.01627) 	 Saving The Model
Validation Loss Decreased(0.01627--->0.01627) 	 Saving The Model
Epoch 2300 		 Training Loss: 0.01230 		 Validation Loss: 0.01627
Validation Loss Decreased(0.01627--->0.01627) 	 Saving The Model
Validation Loss Decreased(0.01627--->0.01627) 	 Saving The Model
Validation Loss Decreased(0.01627--->0.01626) 	 Saving The Model
Validation Loss Decreased(0.01626--->0.01626) 	 Saving The Model
Validation Loss Decreased(0.01626--->0.01626) 	 Saving The Model
Validation Loss Decreased(0.01626--->0.01626) 	 Saving The Model
Validation Loss Decreased(0.01626--->0.01626) 	 Saving The Model
Validation Loss Decreased(0.01626--->0.01626) 	 Saving The Model
Validation Loss Decreased(0.01626--->0.01626) 	 Saving The Model
Validation Loss Decreased(0.01626--->0.01626) 	 Saving The Model
Validation Loss Decreased(0.01626--->0.01626) 	 Saving The Model
Validation Loss Decreased(0.01626--->0.01626) 	 Saving The Model
Validation Loss Decreased(0.01626--->0.01626) 	 Saving The Model
Validation Loss Decreased(0.01626--->0.01626) 	 Saving The Model
Validation Loss Decreased(0.01626--->0.01626) 	 Saving The Model
Validation Loss Decreased(0.01626--->0.01626) 	 Saving The Model
Validation Loss Decreased(0.01626--->0.01626) 	 Saving The Model
Validation Loss Decreased(0.01626--->0.01626) 	 Saving The Model
Validation Loss Decreased(0.01626--->0.01626) 	 Saving The Model
Validation Loss Decreased(0.01626--->0.01625) 	 Saving The Model
Validation Loss Decreased(0.01625--->0.01625) 	 Saving The Model
Validation Loss Decreased(0.01625--->0.01625) 	 Saving The Model
Validation Loss Decreased(0.01625--->0.01625) 	 Saving The Model
Validation Loss Decreased(0.01625--->0.01625) 	 Saving The Model
Validation Loss Decreased(0.01625--->0.01625) 	 Saving The Model
Validation Loss Decreased(0.01625--->0.01625) 	 Saving The Model
Validation Loss Decreased(0.01625--->0.01625) 	 Saving The Model
Validation Loss Decreased(0.01625--->0.01625) 	 Saving The Model
Validation Loss Decreased(0.01625--->0.01625) 	 Saving The Model
Validation Loss Decreased(0.01625--->0.01625) 	 Saving The Model
Validation Loss Decreased(0.01625--->0.01625) 	 Saving The Model
Validation Loss Decreased(0.01625--->0.01625) 	 Saving The Model
Validation Loss Decreased(0.01625--->0.01625) 	 Saving The Model
Validation Loss Decreased(0.01625--->0.01625) 	 Saving The Model
Validation Loss Decreased(0.01625--->0.01625) 	 Saving The Model
Validation Loss Decreased(0.01625--->0.01625) 	 Saving The Model
Validation Loss Decreased(0.01625--->0.01624) 	 Saving The Model
Validation Loss Decreased(0.01624--->0.01624) 	 Saving The Model
Validation Loss Decreased(0.01624--->0.01624) 	 Saving The Model
Validation Loss Decreased(0.01624--->0.01624) 	 Saving The Model
Validation Loss Decreased(0.01624--->0.01624) 	 Saving The Model
Validation Loss Decreased(0.01624--->0.01624) 	 Saving The Model
Validation Loss Decreased(0.01624--->0.01624) 	 Saving The Model
Validation Loss Decreased(0.01624--->0.01624) 	 Saving The Model
Validation Loss Decreased(0.01624--->0.01624) 	 Saving The Model
Validation Loss Decreased(0.01624--->0.01624) 	 Saving The Model
Validation Loss Decreased(0.01624--->0.01624) 	 Saving The Model
Validation Loss Decreased(0.01624--->0.01624) 	 Saving The Model
Validation Loss Decreased(0.01624--->0.01624) 	 Saving The Model
Validation Loss Decreased(0.01624--->0.01624) 	 Saving The Model
Validation Loss Decreased(0.01624--->0.01624) 	 Saving The Model
Validation Loss Decreased(0.01624--->0.01624) 	 Saving The Model
Validation Loss Decreased(0.01624--->0.01624) 	 Saving The Model
Validation Loss Decreased(0.01624--->0.01623) 	 Saving The Model
Validation Loss Decreased(0.01623--->0.01623) 	 Saving The Model
Validation Loss Decreased(0.01623--->0.01623) 	 Saving The Model
Validation Loss Decreased(0.01623--->0.01623) 	 Saving The Model
Validation Loss Decreased(0.01623--->0.01623) 	 Saving The Model
Validation Loss Decreased(0.01623--->0.01623) 	 Saving The Model
Validation Loss Decreased(0.01623--->0.01623) 	 Saving The Model
Validation Loss Decreased(0.01623--->0.01623) 	 Saving The Model
Validation Loss Decreased(0.01623--->0.01623) 	 Saving The Model
Validation Loss Decreased(0.01623--->0.01623) 	 Saving The Model
Validation Loss Decreased(0.01623--->0.01623) 	 Saving The Model
Validation Loss Decreased(0.01623--->0.01623) 	 Saving The Model
Validation Loss Decreased(0.01623--->0.01623) 	 Saving The Model
Validation Loss Decreased(0.01623--->0.01623) 	 Saving The Model
Validation Loss Decreased(0.01623--->0.01623) 	 Saving The Model
Validation Loss Decreased(0.01623--->0.01623) 	 Saving The Model
Validation Loss Decreased(0.01623--->0.01623) 	 Saving The Model
Validation Loss Decreased(0.01623--->0.01622) 	 Saving The Model
Validation Loss Decreased(0.01622--->0.01622) 	 Saving The Model
Validation Loss Decreased(0.01622--->0.01622) 	 Saving The Model
Validation Loss Decreased(0.01622--->0.01622) 	 Saving The Model
Validation Loss Decreased(0.01622--->0.01622) 	 Saving The Model
Validation Loss Decreased(0.01622--->0.01622) 	 Saving The Model
Validation Loss Decreased(0.01622--->0.01622) 	 Saving The Model
Validation Loss Decreased(0.01622--->0.01622) 	 Saving The Model
Validation Loss Decreased(0.01622--->0.01622) 	 Saving The Model
Validation Loss Decreased(0.01622--->0.01622) 	 Saving The Model
Validation Loss Decreased(0.01622--->0.01622) 	 Saving The Model
Validation Loss Decreased(0.01622--->0.01622) 	 Saving The Model
Validation Loss Decreased(0.01622--->0.01622) 	 Saving The Model
Validation Loss Decreased(0.01622--->0.01622) 	 Saving The Model
Validation Loss Decreased(0.01622--->0.01622) 	 Saving The Model
Validation Loss Decreased(0.01622--->0.01622) 	 Saving The Model
Validation Loss Decreased(0.01622--->0.01622) 	 Saving The Model
Validation Loss Decreased(0.01622--->0.01621) 	 Saving The Model
Validation Loss Decreased(0.01621--->0.01621) 	 Saving The Model
Validation Loss Decreased(0.01621--->0.01621) 	 Saving The Model
Validation Loss Decreased(0.01621--->0.01621) 	 Saving The Model
Validation Loss Decreased(0.01621--->0.01621) 	 Saving The Model
Validation Loss Decreased(0.01621--->0.01621) 	 Saving The Model
Validation Loss Decreased(0.01621--->0.01621) 	 Saving The Model
Validation Loss Decreased(0.01621--->0.01621) 	 Saving The Model
Validation Loss Decreased(0.01621--->0.01621) 	 Saving The Model
Validation Loss Decreased(0.01621--->0.01621) 	 Saving The Model
Validation Loss Decreased(0.01621--->0.01621) 	 Saving The Model
Validation Loss Decreased(0.01621--->0.01621) 	 Saving The Model
Validation Loss Decreased(0.01621--->0.01621) 	 Saving The Model
Epoch 2400 		 Training Loss: 0.01226 		 Validation Loss: 0.01621
Validation Loss Decreased(0.01621--->0.01621) 	 Saving The Model
Validation Loss Decreased(0.01621--->0.01621) 	 Saving The Model
Validation Loss Decreased(0.01621--->0.01621) 	 Saving The Model
Validation Loss Decreased(0.01621--->0.01621) 	 Saving The Model
Validation Loss Decreased(0.01621--->0.01620) 	 Saving The Model
Validation Loss Decreased(0.01620--->0.01620) 	 Saving The Model
Validation Loss Decreased(0.01620--->0.01620) 	 Saving The Model
Validation Loss Decreased(0.01620--->0.01620) 	 Saving The Model
Validation Loss Decreased(0.01620--->0.01620) 	 Saving The Model
Validation Loss Decreased(0.01620--->0.01620) 	 Saving The Model
Validation Loss Decreased(0.01620--->0.01620) 	 Saving The Model
Validation Loss Decreased(0.01620--->0.01620) 	 Saving The Model
Validation Loss Decreased(0.01620--->0.01620) 	 Saving The Model
Validation Loss Decreased(0.01620--->0.01620) 	 Saving The Model
Validation Loss Decreased(0.01620--->0.01620) 	 Saving The Model
Validation Loss Decreased(0.01620--->0.01620) 	 Saving The Model
Validation Loss Decreased(0.01620--->0.01620) 	 Saving The Model
Validation Loss Decreased(0.01620--->0.01620) 	 Saving The Model
Validation Loss Decreased(0.01620--->0.01620) 	 Saving The Model
Validation Loss Decreased(0.01620--->0.01620) 	 Saving The Model
Validation Loss Decreased(0.01620--->0.01620) 	 Saving The Model
Validation Loss Decreased(0.01620--->0.01620) 	 Saving The Model
Validation Loss Decreased(0.01620--->0.01619) 	 Saving The Model
Validation Loss Decreased(0.01619--->0.01619) 	 Saving The Model
Validation Loss Decreased(0.01619--->0.01619) 	 Saving The Model
Validation Loss Decreased(0.01619--->0.01619) 	 Saving The Model
Validation Loss Decreased(0.01619--->0.01619) 	 Saving The Model
Validation Loss Decreased(0.01619--->0.01619) 	 Saving The Model
Validation Loss Decreased(0.01619--->0.01619) 	 Saving The Model
Validation Loss Decreased(0.01619--->0.01619) 	 Saving The Model
Validation Loss Decreased(0.01619--->0.01619) 	 Saving The Model
Validation Loss Decreased(0.01619--->0.01619) 	 Saving The Model
Validation Loss Decreased(0.01619--->0.01619) 	 Saving The Model
Validation Loss Decreased(0.01619--->0.01619) 	 Saving The Model
Validation Loss Decreased(0.01619--->0.01619) 	 Saving The Model
Validation Loss Decreased(0.01619--->0.01619) 	 Saving The Model
Validation Loss Decreased(0.01619--->0.01619) 	 Saving The Model
Validation Loss Decreased(0.01619--->0.01619) 	 Saving The Model
Validation Loss Decreased(0.01619--->0.01619) 	 Saving The Model
Validation Loss Decreased(0.01619--->0.01618) 	 Saving The Model
Validation Loss Decreased(0.01618--->0.01618) 	 Saving The Model
Validation Loss Decreased(0.01618--->0.01618) 	 Saving The Model
Validation Loss Decreased(0.01618--->0.01618) 	 Saving The Model
Validation Loss Decreased(0.01618--->0.01618) 	 Saving The Model
Validation Loss Decreased(0.01618--->0.01618) 	 Saving The Model
Validation Loss Decreased(0.01618--->0.01618) 	 Saving The Model
Validation Loss Decreased(0.01618--->0.01618) 	 Saving The Model
Validation Loss Decreased(0.01618--->0.01618) 	 Saving The Model
Validation Loss Decreased(0.01618--->0.01618) 	 Saving The Model
Validation Loss Decreased(0.01618--->0.01618) 	 Saving The Model
Validation Loss Decreased(0.01618--->0.01618) 	 Saving The Model
Validation Loss Decreased(0.01618--->0.01618) 	 Saving The Model
Validation Loss Decreased(0.01618--->0.01618) 	 Saving The Model
Validation Loss Decreased(0.01618--->0.01618) 	 Saving The Model
Validation Loss Decreased(0.01618--->0.01618) 	 Saving The Model
Validation Loss Decreased(0.01618--->0.01618) 	 Saving The Model
Validation Loss Decreased(0.01618--->0.01618) 	 Saving The Model
Validation Loss Decreased(0.01618--->0.01617) 	 Saving The Model
Validation Loss Decreased(0.01617--->0.01617) 	 Saving The Model
Validation Loss Decreased(0.01617--->0.01617) 	 Saving The Model
Validation Loss Decreased(0.01617--->0.01617) 	 Saving The Model
Validation Loss Decreased(0.01617--->0.01617) 	 Saving The Model
Validation Loss Decreased(0.01617--->0.01617) 	 Saving The Model
Validation Loss Decreased(0.01617--->0.01617) 	 Saving The Model
Validation Loss Decreased(0.01617--->0.01617) 	 Saving The Model
Validation Loss Decreased(0.01617--->0.01617) 	 Saving The Model
Validation Loss Decreased(0.01617--->0.01617) 	 Saving The Model
Validation Loss Decreased(0.01617--->0.01617) 	 Saving The Model
Validation Loss Decreased(0.01617--->0.01617) 	 Saving The Model
Validation Loss Decreased(0.01617--->0.01617) 	 Saving The Model
Validation Loss Decreased(0.01617--->0.01617) 	 Saving The Model
Validation Loss Decreased(0.01617--->0.01617) 	 Saving The Model
Validation Loss Decreased(0.01617--->0.01617) 	 Saving The Model
Validation Loss Decreased(0.01617--->0.01617) 	 Saving The Model
Validation Loss Decreased(0.01617--->0.01617) 	 Saving The Model
Validation Loss Decreased(0.01617--->0.01616) 	 Saving The Model
Validation Loss Decreased(0.01616--->0.01616) 	 Saving The Model
Validation Loss Decreased(0.01616--->0.01616) 	 Saving The Model
Validation Loss Decreased(0.01616--->0.01616) 	 Saving The Model
Validation Loss Decreased(0.01616--->0.01616) 	 Saving The Model
Validation Loss Decreased(0.01616--->0.01616) 	 Saving The Model
Validation Loss Decreased(0.01616--->0.01616) 	 Saving The Model
Validation Loss Decreased(0.01616--->0.01616) 	 Saving The Model
Validation Loss Decreased(0.01616--->0.01616) 	 Saving The Model
Validation Loss Decreased(0.01616--->0.01616) 	 Saving The Model
Validation Loss Decreased(0.01616--->0.01616) 	 Saving The Model
Validation Loss Decreased(0.01616--->0.01616) 	 Saving The Model
Validation Loss Decreased(0.01616--->0.01616) 	 Saving The Model
Validation Loss Decreased(0.01616--->0.01616) 	 Saving The Model
Validation Loss Decreased(0.01616--->0.01616) 	 Saving The Model
Validation Loss Decreased(0.01616--->0.01616) 	 Saving The Model
Validation Loss Decreased(0.01616--->0.01616) 	 Saving The Model
Validation Loss Decreased(0.01616--->0.01616) 	 Saving The Model
Validation Loss Decreased(0.01616--->0.01615) 	 Saving The Model
Validation Loss Decreased(0.01615--->0.01615) 	 Saving The Model
Validation Loss Decreased(0.01615--->0.01615) 	 Saving The Model
Validation Loss Decreased(0.01615--->0.01615) 	 Saving The Model
Validation Loss Decreased(0.01615--->0.01615) 	 Saving The Model
Validation Loss Decreased(0.01615--->0.01615) 	 Saving The Model
Validation Loss Decreased(0.01615--->0.01615) 	 Saving The Model
Epoch 2500 		 Training Loss: 0.01222 		 Validation Loss: 0.01615
Validation Loss Decreased(0.01615--->0.01615) 	 Saving The Model
Validation Loss Decreased(0.01615--->0.01615) 	 Saving The Model
Validation Loss Decreased(0.01615--->0.01615) 	 Saving The Model
Validation Loss Decreased(0.01615--->0.01615) 	 Saving The Model
Validation Loss Decreased(0.01615--->0.01615) 	 Saving The Model
Validation Loss Decreased(0.01615--->0.01615) 	 Saving The Model
Validation Loss Decreased(0.01615--->0.01615) 	 Saving The Model
Validation Loss Decreased(0.01615--->0.01615) 	 Saving The Model
Validation Loss Decreased(0.01615--->0.01615) 	 Saving The Model
Validation Loss Decreased(0.01615--->0.01615) 	 Saving The Model
Validation Loss Decreased(0.01615--->0.01615) 	 Saving The Model
Validation Loss Decreased(0.01615--->0.01614) 	 Saving The Model
Validation Loss Decreased(0.01614--->0.01614) 	 Saving The Model
Validation Loss Decreased(0.01614--->0.01614) 	 Saving The Model
Validation Loss Decreased(0.01614--->0.01614) 	 Saving The Model
Validation Loss Decreased(0.01614--->0.01614) 	 Saving The Model
Validation Loss Decreased(0.01614--->0.01614) 	 Saving The Model
Validation Loss Decreased(0.01614--->0.01614) 	 Saving The Model
Validation Loss Decreased(0.01614--->0.01614) 	 Saving The Model
Validation Loss Decreased(0.01614--->0.01614) 	 Saving The Model
Validation Loss Decreased(0.01614--->0.01614) 	 Saving The Model
Validation Loss Decreased(0.01614--->0.01614) 	 Saving The Model
Validation Loss Decreased(0.01614--->0.01614) 	 Saving The Model
Validation Loss Decreased(0.01614--->0.01614) 	 Saving The Model
Validation Loss Decreased(0.01614--->0.01614) 	 Saving The Model
Validation Loss Decreased(0.01614--->0.01614) 	 Saving The Model
Validation Loss Decreased(0.01614--->0.01614) 	 Saving The Model
Validation Loss Decreased(0.01614--->0.01614) 	 Saving The Model
Validation Loss Decreased(0.01614--->0.01614) 	 Saving The Model
Validation Loss Decreased(0.01614--->0.01614) 	 Saving The Model
Validation Loss Decreased(0.01614--->0.01613) 	 Saving The Model
Validation Loss Decreased(0.01613--->0.01613) 	 Saving The Model
Validation Loss Decreased(0.01613--->0.01613) 	 Saving The Model
Validation Loss Decreased(0.01613--->0.01613) 	 Saving The Model
Validation Loss Decreased(0.01613--->0.01613) 	 Saving The Model
Validation Loss Decreased(0.01613--->0.01613) 	 Saving The Model
Validation Loss Decreased(0.01613--->0.01613) 	 Saving The Model
Validation Loss Decreased(0.01613--->0.01613) 	 Saving The Model
Validation Loss Decreased(0.01613--->0.01613) 	 Saving The Model
Validation Loss Decreased(0.01613--->0.01613) 	 Saving The Model
Validation Loss Decreased(0.01613--->0.01613) 	 Saving The Model
Validation Loss Decreased(0.01613--->0.01613) 	 Saving The Model
Validation Loss Decreased(0.01613--->0.01613) 	 Saving The Model
Validation Loss Decreased(0.01613--->0.01613) 	 Saving The Model
Validation Loss Decreased(0.01613--->0.01613) 	 Saving The Model
Validation Loss Decreased(0.01613--->0.01613) 	 Saving The Model
Validation Loss Decreased(0.01613--->0.01613) 	 Saving The Model
Validation Loss Decreased(0.01613--->0.01613) 	 Saving The Model
Validation Loss Decreased(0.01613--->0.01612) 	 Saving The Model
Validation Loss Decreased(0.01612--->0.01612) 	 Saving The Model
Validation Loss Decreased(0.01612--->0.01612) 	 Saving The Model
Validation Loss Decreased(0.01612--->0.01612) 	 Saving The Model
Validation Loss Decreased(0.01612--->0.01612) 	 Saving The Model
Validation Loss Decreased(0.01612--->0.01612) 	 Saving The Model
Validation Loss Decreased(0.01612--->0.01612) 	 Saving The Model
Validation Loss Decreased(0.01612--->0.01612) 	 Saving The Model
Validation Loss Decreased(0.01612--->0.01612) 	 Saving The Model
Validation Loss Decreased(0.01612--->0.01612) 	 Saving The Model
Validation Loss Decreased(0.01612--->0.01612) 	 Saving The Model
Validation Loss Decreased(0.01612--->0.01612) 	 Saving The Model
Validation Loss Decreased(0.01612--->0.01612) 	 Saving The Model
Validation Loss Decreased(0.01612--->0.01612) 	 Saving The Model
Validation Loss Decreased(0.01612--->0.01612) 	 Saving The Model
Validation Loss Decreased(0.01612--->0.01612) 	 Saving The Model
Validation Loss Decreased(0.01612--->0.01612) 	 Saving The Model
Validation Loss Decreased(0.01612--->0.01612) 	 Saving The Model
Validation Loss Decreased(0.01612--->0.01612) 	 Saving The Model
Validation Loss Decreased(0.01612--->0.01611) 	 Saving The Model
Validation Loss Decreased(0.01611--->0.01611) 	 Saving The Model
Validation Loss Decreased(0.01611--->0.01611) 	 Saving The Model
Validation Loss Decreased(0.01611--->0.01611) 	 Saving The Model
Validation Loss Decreased(0.01611--->0.01611) 	 Saving The Model
Validation Loss Decreased(0.01611--->0.01611) 	 Saving The Model
Validation Loss Decreased(0.01611--->0.01611) 	 Saving The Model
